else,340756,TRUE
kill,339509,TRUE
talking,337629,TRUE
found,337382,TRUE
next,335573,TRUE
getting,331186,TRUE
care,330956,TRUE
car,330261,TRUE
looking,326550,TRUE
son,325997,TRUE
try,325748,TRUE
woman,324673,TRUE
went,321824,TRUE
dead,317589,TRUE
many,314850,TRUE
mind,312927,TRUE
wasn,312240,TRUE
friend,308204,TRUE
best,307071,TRUE
mom,305139,TRUE
morning,303550,TRUE
trying,303288,TRUE
boy,302508,TRUE
together,302404,TRUE
yourself,302013,TRUE
job,298911,TRUE
saw,297985,TRUE
family,294543,TRUE
real,294536,TRUE
without,290509,TRUE
baby,290496,TRUE
room,290206,TRUE
already,287837,TRUE
move,283807,TRUE
most,283006,TRUE
seen,282420,TRUE
live,281046,TRUE
miss,280930,TRUE
actually,279595,TRUE
huh,274656,TRUE
both,270720,TRUE
heard,269851,TRUE
once,269704,TRUE
ready,267268,TRUE
head,266844,TRUE
called,264588,TRUE
used,263566,TRUE
idea,263097,TRUE
knew,262988,TRUE
hold,262367,TRUE
happy,262141,TRUE
door,261118,TRUE
such,261104,TRUE
brother,259877,TRUE
also,259803,TRUE
pretty,259500,TRUE
bit,258929,TRUE
took,258808,TRUE
haven,258463,TRUE
yet,257947,TRUE
men,257319,TRUE
whole,257109,TRUE
start,256417,TRUE
use,256079,TRUE
while,255970,TRUE
since,254427,TRUE
wife,254038,TRUE
days,253171,TRUE
guess,250320,TRUE
tomorrow,248729,TRUE
matter,247812,TRUE
meet,247466,TRUE
bring,247343,TRUE
tonight,246514,TRUE
everyone,246032,TRUE
run,244200,TRUE
wanna,243109,TRUE
hard,242871,TRUE
alone,240475,TRUE
myself,240460,TRUE
school,240176,TRUE
gone,240082,TRUE
end,237387,TRUE
saying,236600,TRUE
phone,235246,TRUE
play,233865,TRUE
looks,233814,TRUE
couldn,233368,TRUE
problem,232325,TRUE
few,231375,TRUE
friends,230464,TRUE
gotta,230351,TRUE
ago,229751,TRUE
open,229669,TRUE
anyone,228332,TRUE
killed,228297,TRUE
hope,226993,TRUE
face,225482,TRUE
until,225171,TRUE
lost,222398,TRUE
police,221380,TRUE
excuse,219855,TRUE
turn,218563,TRUE
business,215855,TRUE
case,215274,TRUE
wants,215149,TRUE
says,215090,TRUE
die,214062,TRUE
heart,213914,TRUE
soon,213279,TRUE
each,211943,TRUE
worry,211329,TRUE
later,208878,TRUE
year,208705,TRUE
watch,207949,TRUE
music,207205,TRUE
hand,206247,TRUE
having,206106,TRUE
probably,202736,TRUE
doctor,198424,TRUE
sit,198149,TRUE
eat,197654,TRUE
thinking,195875,TRUE
young,194810,TRUE
second,193687,TRUE
working,193172,TRUE
water,193014,TRUE
person,192652,TRUE
part,192248,TRUE
kids,192050,TRUE
late,191989,TRUE
stuff,190629,TRUE
exactly,189513,TRUE
under,189347,TRUE
death,189000,TRUE
minute,188958,TRUE
pay,188822,TRUE
crazy,188767,TRUE
forget,188628,TRUE
kid,187858,TRUE
change,186962,TRUE
gave,186445,TRUE
happen,186041,TRUE
damn,184228,TRUE
five,183626,TRUE
drink,182580,TRUE
far,182287,TRUE
knows,181663,TRUE
its,180594,TRUE
whatever,180082,TRUE
eyes,179260,TRUE
shut,178378,TRUE
aren,178286,TRUE
hit,177770,TRUE
taking,177667,TRUE
easy,177337,TRUE
times,176522,TRUE
check,176507,TRUE
hands,176291,TRUE
minutes,175091,TRUE
deal,174929,TRUE
means,174311,TRUE
point,174205,TRUE
inside,174081,TRUE
makes,172281,TRUE
asked,171740,TRUE
somebody,171596,TRUE
mine,170636,TRUE
making,169037,TRUE
body,168798,TRUE
afraid,168774,TRUE
sleep,168103,TRUE
chance,167981,TRUE
dear,167351,TRUE
quite,166980,TRUE
four,166957,TRUE
anyway,166702,TRUE
close,166677,TRUE
party,166137,TRUE
fun,165693,TRUE
against,165033,TRUE
word,164938,TRUE
comes,164503,TRUE
set,164165,TRUE
shall,164162,TRUE
story,164040,TRUE
number,163259,TRUE
daughter,163071,TRUE
least,162905,TRUE
waiting,162571,TRUE
hurt,161421,TRUE
wish,160204,TRUE
moment,159995,TRUE
fight,159911,TRUE
week,159444,TRUE
husband,159394,TRUE
girls,159061,TRUE
rest,158976,TRUE
married,157817,TRUE
fire,157532,TRUE
game,157501,TRUE
nobody,157014,TRUE
children,156181,TRUE
side,155667,TRUE
stand,155391,TRUE
read,154667,TRUE
though,154479,TRUE
cut,154407,TRUE
started,154345,TRUE
sister,154095,TRUE
supposed,153117,TRUE
between,152520,TRUE
child,151864,TRUE
goes,151195,TRUE
hours,151156,TRUE
speak,150927,TRUE
women,150803,TRUE
behind,148469,TRUE
almost,148405,TRUE
truth,148389,TRUE
blood,147913,TRUE
able,147205,TRUE
lady,147121,TRUE
anymore,146903,TRUE
playing,146615,TRUE
gets,146064,TRUE
shot,144772,TRUE
reason,144399,TRUE
trouble,143235,TRUE
break,143107,TRUE
war,142825,TRUE
city,142573,TRUE
walk,142055,TRUE
town,141835,TRUE
trust,141327,TRUE
met,141208,TRUE
office,141140,TRUE
question,140970,TRUE
brought,140661,TRUE
yours,140553,TRUE
welcome,140327,TRUE
high,140078,TRUE
wow,139593,TRUE
couple,138996,TRUE
half,138527,TRUE
died,138432,TRUE
cool,138139,TRUE
free,137598,TRUE
either,137448,TRUE
seems,136699,TRUE
power,136611,TRUE
whoa,136564,TRUE
bye,136276,TRUE
buy,136137,TRUE
telling,136109,TRUE
honey,135631,TRUE
tried,135401,TRUE
front,135341,TRUE
team,134358,TRUE
answer,134088,TRUE
gun,133072,TRUE
boys,132594,TRUE
line,132433,TRUE
send,131999,TRUE
news,131599,TRUE
stupid,131497,TRUE
bed,131445,TRUE
hurry,130182,TRUE
full,129735,TRUE
months,129732,TRUE
save,129390,TRUE
become,128716,TRUE
along,128220,TRUE
hate,128153,TRUE
food,127657,TRUE
outside,127251,TRUE
light,126657,TRUE
needs,126398,TRUE
dog,125769,TRUE
country,125731,TRUE
clear,125730,TRUE
order,125446,TRUE
fact,124995,TRUE
lord,124880,TRUE
captain,124874,TRUE
six,124087,TRUE
hot,123994,TRUE
funny,123924,TRUE
black,123718,TRUE
alive,122833,TRUE
pick,122698,TRUE
feeling,122065,TRUE
living,121552,TRUE
cause,121264,TRUE
ahead,120295,TRUE
lose,118712,TRUE
king,118230,TRUE
plan,118129,TRUE
dinner,117970,TRUE
sighs,117410,TRUE
sort,117267,TRUE
leaving,117050,TRUE
running,116973,TRUE
boss,116736,TRUE
alright,116629,TRUE
promise,115908,TRUE
taken,115236,TRUE
safe,114104,TRUE
book,113963,TRUE
sent,113959,TRUE
white,112881,TRUE
hour,112782,TRUE
anybody,112582,TRUE
small,112316,TRUE
perfect,112229,TRUE
cause,112193,TRUE
lives,110583,TRUE
special,110344,TRUE
parents,110206,TRUE
john,109966,TRUE
himself,109748,TRUE
perhaps,109240,TRUE
sounds,109140,TRUE
serious,108774,TRUE
sick,108596,TRUE
company,108073,TRUE
scared,107906,TRUE
uncle,107826,TRUE
poor,107444,TRUE
red,106589,TRUE
past,106439,TRUE
earth,106394,TRUE
possible,106080,TRUE
shoot,106067,TRUE
touch,105846,TRUE
sound,105298,TRUE
top,105282,TRUE
laughs,104913,TRUE
cannot,103913,TRUE
asking,102974,TRUE
win,102956,TRUE
glad,102848,TRUE
control,102782,TRUE
hmm,102607,TRUE
human,102595,TRUE
drive,102436,TRUE
hair,101852,TRUE
jack,101666,TRUE
luck,101228,TRUE
murder,101133,TRUE
happens,100847,TRUE
air,100137,TRUE
ten,100133,TRUE
daddy,100005,TRUE
finally,99904,TRUE
chuckles,99607,TRUE
fast,99084,TRUE
cold,99032,TRUE
seem,98575,TRUE
laughing,98420,TRUE
words,98242,TRUE
hospital,98076,TRUE
street,98007,TRUE
hang,97778,TRUE
dance,97339,TRUE
meeting,97328,TRUE
till,97044,TRUE
others,96631,TRUE
catch,96609,TRUE
follow,96529,TRUE
sense,96442,TRUE
lie,95930,TRUE
evening,95321,TRUE
master,95131,TRUE
known,95125,TRUE
dream,95089,TRUE
write,94964,TRUE
million,94514,TRUE
voice,94104,TRUE
sweet,94057,TRUE
rather,94057,TRUE
felt,93826,TRUE
sign,92512,TRUE
lucky,92377,TRUE
bet,91573,TRUE
jesus,91143,TRUE
longer,91035,TRUE
calling,90868,TRUE
worked,90771,TRUE
quiet,90552,TRUE
looked,90441,TRUE
less,90011,TRUE
pull,89880,TRUE
beat,89787,TRUE
careful,89667,TRUE
coffee,89650,TRUE
return,89451,TRUE
secret,89236,TRUE
weeks,88925,TRUE
date,88407,TRUE
seeing,88192,TRUE
fall,87762,TRUE
given,87738,TRUE
ooh,87683,TRUE
fault,87420,TRUE
straight,87378,TRUE
takes,86959,TRUE
song,86877,TRUE
future,86832,TRUE
loved,86138,TRUE
changed,86133,TRUE
road,85751,TRUE
calm,85638,TRUE
mad,85366,TRUE
turned,85279,TRUE
drop,85186,TRUE
ladies,85029,TRUE
learn,84936,TRUE
step,84882,TRUE
early,84836,TRUE
explain,84368,TRUE
clean,84238,TRUE
piece,84224,TRUE
throw,83679,TRUE
picture,83461,TRUE
land,83422,TRUE
feet,83295,TRUE
wonder,82903,TRUE
speaking,82769,TRUE
worth,82559,TRUE
darling,82240,TRUE
dude,82190,TRUE
giving,82085,TRUE
eye,81953,TRUE
quick,81548,TRUE
moving,81193,TRUE
figure,81048,TRUE
state,80818,TRUE
strong,80501,TRUE
sam,80423,TRUE
none,80315,TRUE
amazing,80267,TRUE
ones,79546,TRUE
works,79323,TRUE
act,79020,TRUE
needed,78920,TRUE
weird,78317,TRUE
law,78264,TRUE
worried,78083,TRUE
report,77824,TRUE
goodbye,77514,TRUE
missing,77326,TRUE
choice,77197,TRUE
chief,76951,TRUE
wedding,76940,TRUE
strange,76863,TRUE
general,76816,TRUE
pain,76799,TRUE
kidding,76744,TRUE
decided,76683,TRUE
pass,76635,TRUE
tired,76540,TRUE
class,76489,TRUE
officer,76015,TRUE
kept,75930,TRUE
wake,75776,TRUE
worse,75595,TRUE
busy,75557,TRUE
mistake,74957,TRUE
kiss,74790,TRUE
court,74580,TRUE
building,74492,TRUE
finish,74299,TRUE
during,74298,TRUE
age,74262,TRUE
ship,74224,TRUE
caught,74060,TRUE
marry,73938,TRUE
meant,73929,TRUE
sell,73802,TRUE
dark,73770,TRUE
watching,73700,TRUE
system,73678,TRUE
suppose,73465,TRUE
evidence,73113,TRUE
movie,73070,TRUE
ride,73070,TRUE
mouth,72733,TRUE
totally,72478,TRUE
birthday,72140,TRUE
forgive,71915,TRUE
born,71906,TRUE
imagine,71873,TRUE
instead,71571,TRUE
security,71503,TRUE
film,71407,TRUE
month,71163,TRUE
lying,71098,TRUE
unless,70979,TRUE
train,70974,TRUE
seven,70968,TRUE
wear,70955,TRUE
clothes,70929,TRUE
michael,70741,TRUE
hotel,70659,TRUE
attack,70583,TRUE
round,70043,TRUE
expect,69614,TRUE
sing,69575,TRUE
terrible,69499,TRUE
bag,69186,TRUE
history,69119,TRUE
blue,68839,TRUE
near,68790,TRUE
broke,68629,TRUE
station,68571,TRUE
forever,68510,TRUE
except,68440,TRUE
thinks,68354,TRUE
message,68305,TRUE
entire,68282,TRUE
joe,68244,TRUE
table,67702,TRUE
talked,67666,TRUE
across,67595,TRUE
rock,67361,TRUE
lovely,67236,TRUE
handle,67089,TRUE
middle,66734,TRUE
buddy,66718,TRUE
paid,66526,TRUE
protect,66508,TRUE
using,66503,TRUE
floor,66456,TRUE
ran,66177,TRUE
swear,66157,TRUE
spend,66119,TRUE
ring,66018,TRUE
anywhere,65981,TRUE
bill,65959,TRUE
york,65880,TRUE
army,65795,TRUE
lead,65756,TRUE
bought,65752,TRUE
finished,65659,TRUE
fair,65474,TRUE
sun,65448,TRUE
letter,65448,TRUE
fool,65432,TRUE
club,65275,TRUE
simple,65090,TRUE
space,64991,TRUE
test,64969,TRUE
box,64788,TRUE
group,64761,TRUE
single,64614,TRUE
sitting,64521,TRUE
marriage,64465,TRUE
join,64456,TRUE
fear,64352,TRUE
peace,64262,TRUE
forgot,64169,TRUE
force,63737,TRUE
short,63714,TRUE
normal,63676,TRUE
charlie,63672,TRUE
present,63307,TRUE
enjoy,63294,TRUE
mike,63219,TRUE
crime,63084,TRUE
horse,62923,TRUE
ground,62860,TRUE
american,62835,TRUE
count,62763,TRUE
area,62755,TRUE
charge,62746,TRUE
honor,62722,TRUE
lunch,62582,TRUE
miles,62523,TRUE
radio,62502,TRUE
idiot,62357,TRUE
ball,62325,TRUE
surprise,62170,TRUE
paper,62166,TRUE
key,62153,TRUE
boat,62148,TRUE
quickly,62072,TRUE
gold,61935,TRUE
bar,61927,TRUE
fish,61813,TRUE
mark,61805,TRUE
tom,61785,TRUE
wearing,61749,TRUE
crying,61698,TRUE
accident,61671,TRUE
eight,61400,TRUE
fell,61371,TRUE
cover,61052,TRUE
certain,61050,TRUE
deep,60938,TRUE
star,60903,TRUE
sea,60812,TRUE
agree,60716,TRUE
problems,60633,TRUE
prison,60581,TRUE
major,60560,TRUE
stick,60548,TRUE
offer,60444,TRUE
smart,60397,TRUE
personal,60381,TRUE
record,60360,TRUE
stopped,60200,TRUE
hide,60133,TRUE
whether,59993,TRUE
bank,59962,TRUE
trip,59906,TRUE
relax,59715,TRUE
america,59703,TRUE
public,59687,TRUE
list,59557,TRUE
brain,59464,TRUE
fix,59349,TRUE
proud,59309,TRUE
tea,59277,TRUE
service,59277,TRUE
forward,59064,TRUE
angry,58748,TRUE
park,58713,TRUE
soul,58677,TRUE
fighting,58657,TRUE
peter,58654,TRUE
rich,58651,TRUE
agent,58608,TRUE
blow,58531,TRUE
paul,58529,TRUE
dress,58429,TRUE
mary,58366,TRUE
missed,58324,TRUE
scene,58017,TRUE
killing,57890,TRUE
standing,57866,TRUE
saved,57667,TRUE
respect,57647,TRUE
killer,57555,TRUE
ice,57545,TRUE
mess,57542,TRUE
tough,57486,TRUE
feels,57388,TRUE
church,57254,TRUE
sad,57179,TRUE
cell,57033,TRUE
drunk,56919,TRUE
share,56854,TRUE
camera,56757,TRUE
within,56709,TRUE
card,56659,TRUE
fly,56595,TRUE
ben,56502,TRUE
laugh,56460,TRUE
smell,56399,TRUE
broken,56391,TRUE
mum,56281,TRUE
honest,56234,TRUE
often,55998,TRUE
starting,55979,TRUE
calls,55940,TRUE
spent,55836,TRUE
third,55750,TRUE
english,55677,TRUE
visit,55638,TRUE
mama,55372,TRUE
judge,55336,TRUE
window,55285,TRUE
hungry,55259,TRUE
dare,55131,TRUE
moved,55096,TRUE
prove,55079,TRUE
private,54978,TRUE
wall,54813,TRUE
seat,54615,TRUE
position,54449,TRUE
realize,54306,TRUE
machine,54140,TRUE
walking,54115,TRUE
art,54096,TRUE
pleasure,54085,TRUE
bloody,54026,TRUE
college,53933,TRUE
french,53911,TRUE
involved,53718,TRUE
cry,53674,TRUE
became,53603,TRUE
lived,53550,TRUE
neither,53452,TRUE
accept,53291,TRUE
besides,53110,TRUE
queen,53006,TRUE
teacher,53004,TRUE
cops,52981,TRUE
sake,52827,TRUE
loves,52751,TRUE
carry,52734,TRUE
teach,52731,TRUE
upset,52565,TRUE
green,52557,TRUE
liked,52485,TRUE
cute,52240,TRUE
evil,52175,TRUE
contact,51750,TRUE
joke,51728,TRUE
cop,51701,TRUE
huge,51581,TRUE
holy,51499,TRUE
store,51492,TRUE
jail,51429,TRUE
likes,51334,TRUE
lawyer,51332,TRUE
doubt,51287,TRUE
continue,51279,TRUE
cat,51175,TRUE
shop,50976,TRUE
driving,50866,TRUE
wrote,50800,TRUE
village,50792,TRUE
quit,50649,TRUE
field,50617,TRUE
james,50562,TRUE
wine,50522,TRUE
decision,50446,TRUE
south,50364,TRUE
sleeping,50357,TRUE
slow,50276,TRUE
laughter,50196,TRUE
island,50107,TRUE
glass,50103,TRUE
cash,49976,TRUE
dying,49963,TRUE
hundred,49823,TRUE
whose,49808,TRUE
plane,49704,TRUE
push,49690,TRUE
mmm,49655,TRUE
singing,49144,TRUE
eating,49119,TRUE
north,49107,TRUE
tree,49017,TRUE
madam,48931,TRUE
gift,48891,TRUE
truck,48807,TRUE
putting,48797,TRUE
bear,48674,TRUE
board,48666,TRUE
grab,48653,TRUE
beer,48641,TRUE
stuck,48497,TRUE
magic,48484,TRUE
support,48351,TRUE
rules,48345,TRUE
grunts,48253,TRUE
partner,48247,TRUE
reach,48221,TRUE
wind,48063,TRUE
colonel,48036,TRUE
max,47938,TRUE
seconds,47936,TRUE
thousand,47934,TRUE
gives,47900,TRUE
cheers,47819,TRUE
victim,47739,TRUE
upon,47699,TRUE
computer,47672,TRUE
planet,47564,TRUE
promised,47559,TRUE
bus,47534,TRUE
henry,47491,TRUE
dirty,47462,TRUE
search,47439,TRUE
staying,47241,TRUE
dreams,47210,TRUE
arrest,46994,TRUE
holding,46938,TRUE
suddenly,46833,TRUE
usually,46770,TRUE
lots,46570,TRUE
shoes,46490,TRUE
jump,46358,TRUE
rid,46242,TRUE
knock,46228,TRUE
owe,46153,TRUE
harry,46028,TRUE
grow,46010,TRUE
worst,45845,TRUE
river,45834,TRUE
aunt,45834,TRUE
patient,45828,TRUE
kitchen,45812,TRUE
fat,45737,TRUE
passed,45678,TRUE
final,45614,TRUE
summer,45611,TRUE
bob,45572,TRUE
escape,45553,TRUE
moon,45422,TRUE
arms,45390,TRUE
turns,45374,TRUE
address,45332,TRUE
match,45223,TRUE
gasps,45214,TRUE
grand,45183,TRUE
yep,45096,TRUE
shh,44939,TRUE
nervous,44913,TRUE
choose,44853,TRUE
decide,44806,TRUE
mate,44782,TRUE
drinking,44770,TRUE
press,44624,TRUE
bother,44619,TRUE
foot,44588,TRUE
blame,44534,TRUE
crap,44529,TRUE
drugs,44516,TRUE
type,44489,TRUE
rings,44331,TRUE
mission,44289,TRUE
named,44264,TRUE
heaven,44231,TRUE
picked,44114,TRUE
paris,44110,TRUE
race,44089,TRUE
risk,44005,TRUE
books,43897,TRUE
further,43839,TRUE
danny,43801,TRUE
action,43798,TRUE
allowed,43797,TRUE
orders,43786,TRUE
learned,43716,TRUE
price,43671,TRUE
arrived,43640,TRUE
nick,43636,TRUE
pictures,43550,TRUE
fit,43502,TRUE
smoke,43421,TRUE
favor,43370,TRUE
played,43357,TRUE
notice,43315,TRUE
awesome,43298,TRUE
smile,43295,TRUE
director,43294,TRUE
guard,43270,TRUE
begin,43130,TRUE
spot,43079,TRUE
innocent,42962,TRUE
narrator,42916,TRUE
herself,42884,TRUE
feelings,42843,TRUE
enemy,42799,TRUE
battle,42785,TRUE
dollars,42705,TRUE
allow,42649,TRUE
nine,42538,TRUE
gay,42536,TRUE
guilty,42459,TRUE
apart,42417,TRUE
earlier,42407,TRUE
duty,42329,TRUE
suit,42315,TRUE
bell,42299,TRUE
west,42219,TRUE
legs,42152,TRUE
hero,42093,TRUE
destroy,42078,TRUE
stage,42074,TRUE
bunch,42064,TRUE
chicken,41996,TRUE
bigger,41873,TRUE
grunting,41866,TRUE
low,41837,TRUE
helping,41832,TRUE
admit,41817,TRUE
closed,41801,TRUE
names,41772,TRUE
witness,41753,TRUE
upstairs,41732,TRUE
arm,41726,TRUE
steal,41720,TRUE
kick,41697,TRUE
twice,41693,TRUE
cross,41692,TRUE
ways,41675,TRUE
sergeant,41650,TRUE
indeed,41591,TRUE
gas,41535,TRUE
keeping,41371,TRUE
energy,41290,TRUE
pregnant,41290,TRUE
waste,41240,TRUE
helped,41235,TRUE
fired,41193,TRUE
favorite,41153,TRUE
tony,41145,TRUE
taste,41080,TRUE
locked,41079,TRUE
places,41041,TRUE
writing,41035,TRUE
brothers,41025,TRUE
starts,41012,TRUE
prince,40914,TRUE
form,40833,TRUE
sold,40796,TRUE
silly,40758,TRUE
mention,40753,TRUE
build,40738,TRUE
throat,40719,TRUE
hole,40658,TRUE
figured,40590,TRUE
track,40578,TRUE
ringing,40518,TRUE
lock,40462,TRUE
leg,40449,TRUE
above,40388,TRUE
hiding,40387,TRUE
seemed,40343,TRUE
engine,40282,TRUE
written,40246,TRUE
complete,40210,TRUE
video,40195,TRUE
applause,40194,TRUE
however,40098,TRUE
pressure,40065,TRUE
fresh,40049,TRUE
weapon,40033,TRUE
sky,39986,TRUE
stole,39897,TRUE
study,39882,TRUE
burn,39874,TRUE
reading,39869,TRUE
crowd,39856,TRUE
treat,39803,TRUE
roll,39791,TRUE
double,39770,TRUE
spirit,39556,TRUE
danger,39518,TRUE
cost,39485,TRUE
empty,39482,TRUE
level,39476,TRUE
memory,39331,TRUE
itself,39330,TRUE
acting,39326,TRUE
interest,39252,TRUE
nose,39194,TRUE
plans,39142,TRUE
bathroom,39095,TRUE
built,39041,TRUE
closer,39022,TRUE
ray,38995,TRUE
band,38918,TRUE
groans,38867,TRUE
excited,38640,TRUE
losing,38585,TRUE
animals,38518,TRUE
flight,38504,TRUE
nature,38496,TRUE
raise,38449,TRUE
pop,38419,TRUE
client,38407,TRUE
bomb,38395,TRUE
neck,38371,TRUE
suspect,38365,TRUE
warm,38355,TRUE
extra,38335,TRUE
bottle,38229,TRUE
van,38223,TRUE
heavy,38220,TRUE
mommy,38167,TRUE
dogs,38164,TRUE
wild,38162,TRUE
simply,38100,TRUE
lee,38047,TRUE
animal,38036,TRUE
showed,38007,TRUE
billy,37951,TRUE
shooting,37914,TRUE
keeps,37914,TRUE
camp,37907,TRUE
guns,37893,TRUE
medical,37844,TRUE
shame,37793,TRUE
hoping,37769,TRUE
whom,37735,TRUE
bird,37711,TRUE
majesty,37699,TRUE
flowers,37699,TRUE
famous,37634,TRUE
asleep,37535,TRUE
beauty,37515,TRUE
driver,37474,TRUE
keys,37443,TRUE
rain,37417,TRUE
awful,37405,TRUE
large,37373,TRUE
local,37344,TRUE
deserve,37283,TRUE
goddamn,37270,TRUE
stone,37203,TRUE
jane,37198,TRUE
grace,37180,TRUE
consider,37165,TRUE
weekend,37115,TRUE
lay,36984,TRUE
plenty,36941,TRUE
willing,36938,TRUE
pants,36916,TRUE
skin,36861,TRUE
asshole,36844,TRUE
beach,36841,TRUE
faith,36815,TRUE
beg,36807,TRUE
military,36733,TRUE
cheering,36723,TRUE
common,36698,TRUE
bottom,36680,TRUE
german,36610,TRUE
whoever,36535,TRUE
cook,36531,TRUE
walked,36528,TRUE
papers,36502,TRUE
justice,36481,TRUE
hall,36354,TRUE
drug,36316,TRUE
main,36292,TRUE
knife,36197,TRUE
devil,36189,TRUE
although,36046,TRUE
princess,36046,TRUE
lights,36039,TRUE
flying,36023,TRUE
rose,35942,TRUE
knowing,35876,TRUE
clearly,35837,TRUE
hat,35828,TRUE
agreed,35752,TRUE
corner,35734,TRUE
code,35711,TRUE
note,35701,TRUE
tommy,35690,TRUE
due,35669,TRUE
correct,35595,TRUE
language,35569,TRUE
stars,35549,TRUE
faster,35547,TRUE
cars,35472,TRUE
folks,35431,TRUE
bullshit,35397,TRUE
fellow,35335,TRUE
several,35232,TRUE
grandma,35216,TRUE
shows,35209,TRUE
leader,35155,TRUE
leaves,35150,TRUE
east,35109,TRUE
shouting,35108,TRUE
blind,35066,TRUE
ghost,35051,TRUE
cup,35016,TRUE
gotten,35001,TRUE
tight,34972,TRUE
tells,34873,TRUE
lies,34827,TRUE
nor,34821,TRUE
pulled,34816,TRUE
hanging,34808,TRUE
speed,34794,TRUE
stories,34792,TRUE
health,34788,TRUE
advice,34773,TRUE
held,34733,TRUE
murdered,34599,TRUE
beyond,34595,TRUE
rule,34517,TRUE
hardly,34482,TRUE
possibly,34442,TRUE
cousin,34395,TRUE
trial,34375,TRUE
ought,34342,TRUE
